Date,ASIANPAINT.NS,BRITANNIA.NS,BZ=F,HINDALCO.NS,HINDUNILVR.NS,JSWSTEEL.NS,NESTLEIND.NS,ONGC.NS,SHREECEM.NS,SUNPHARMA.NS,VEDL.NS
2018-01-19,1105.9415283203125,2038.48095703125,68.61000061035156,243.4871368408203,1187.9622802734375,256.0292053222656,344.30596923828125,121.1273422241211,17762.4140625,528.482177734375,118.75334930419922
2018-01-22,1093.0224609375,2048.446044921875,69.02999877929688,240.75027465820312,1181.553466796875,252.8980712890625,343.6939392089844,125.50468444824219,17883.140625,532.223388671875,117.07041931152344
2018-01-23,1087.3529052734375,2061.109130859375,69.95999908447266,250.04615783691406,1193.1064453125,266.87481689453125,340.6770935058594,129.66314697265625,17798.560546875,535.1793823242188,122.9964370727539
2018-01-24,1069.832763671875,2053.6240234375,70.52999877929688,244.14772033691406,1190.97021484375,261.973876953125,340.3721923828125,131.85183715820312,17646.287109375,541.8304443359375,121.74324798583984
2018-01-25,1069.27490234375,2012.8717041015625,70.41999816894531,244.38368225097656,1196.9429931640625,263.9251403808594,335.7930908203125,130.38229370117188,17575.8828125,535.6412963867188,123.7483901977539
2018-01-26,,,70.5199966430664,,,,,,,,
2018-01-29,1070.762451171875,2041.809814453125,69.45999908447266,244.05337524414062,1218.3492431640625,266.3302917480469,337.5906982421875,128.2874298095703,17251.546875,543.1237182617188,123.5335464477539
2018-01-30,1047.2005615234375,2047.6844482421875,69.0199966430664,239.28744506835938,1220.921142578125,262.38232421875,334.23089599609375,128.0685577392578,16767.53125,546.8187255859375,122.20868682861328
2018-01-31,1048.6881103515625,2038.35009765625,69.05000305175781,241.74118041992188,1193.9783935546875,263.15374755859375,334.8248291015625,127.224365234375,16651.1640625,535.6875,121.8685531616211
2018-02-01,1071.64501953125,2062.87109375,69.08000183105469,241.83554077148438,1195.635009765625,274.6800231933594,327.7286071777344,121.87773132324219,16889.953125,512.0391845703125,122.26240539550781
2018-02-02,1057.610595703125,2056.75732421875,68.58000183105469,235.7955780029297,1196.46337890625,271.3673400878906,319.8658447265625,120.5020523071289,16488.681640625,509.1755676269531,119.70223999023438
2018-02-05,1054.07861328125,2008.99853515625,67.62000274658203,232.7283935546875,1182.1201171875,264.3335876464844,319.8321838378906,118.03193664550781,16098.9228515625,514.9490356445312,117.75077819824219
2018-02-06,1031.911376953125,1971.466064453125,66.86000061035156,230.65213012695312,1155.613525390625,257.0276184082031,314.524658203125,115.96833038330078,15984.8759765625,509.72991943359375,115.17269134521484
2018-02-07,1041.9957275390625,1980.169189453125,65.51000213623047,232.16213989257812,1144.5401611328125,263.1991271972656,314.1076354980469,118.81356811523438,16448.1796875,507.6053161621094,113.04216766357422
2018-02-08,1044.73779296875,2013.915771484375,64.80999755859375,231.40711975097656,1159.2755126953125,276.0867919921875,313.16632080078125,118.00066375732422,16456.40625,539.5671997070312,112.59457397460938
2018-02-09,1050.96533203125,2019.6383056640625,62.790000915527344,229.8027801513672,1162.327392578125,280.7608642578125,312.43341064453125,117.15647888183594,16491.62890625,538.2739868164062,113.25699615478516
2018-02-12,1063.65185546875,2076.79638671875,62.59000015258789,229.56683349609375,1172.267333984375,282.0314636230469,320.1549377441406,119.43893432617188,16406.373046875,544.2322387695312,112.98845672607422
2018-02-13,,,62.720001220703125,,,,,,,,
2018-02-14,1058.772216796875,2073.16259765625,64.36000061035156,229.56683349609375,1176.58349609375,280.9423828125,325.6710510253906,116.15592956542969,16270.69921875,530.9762573242188,113.0600357055664
2018-02-15,1055.3331298828125,2069.507568359375,64.33000183105469,237.35275268554688,1184.212890625,279.3540954589844,339.93743896484375,117.75052642822266,16796.7109375,531.8538208007812,116.1573486328125
2018-02-16,1063.1407470703125,2080.90869140625,64.83999633789062,233.71932983398438,1178.937744140625,283.5289306640625,340.3700256347656,116.87501525878906,16428.875,531.3920288085938,114.49235534667969
2018-02-19,1041.298828125,2059.738037109375,,233.62493896484375,1164.8125,274.7254333496094,336.50811767578125,115.87452697753906,16225.8876953125,518.5979614257812,114.70718383789062
2018-02-20,1046.922119140625,2060.08642578125,65.25,234.8046417236328,1161.2374267578125,277.357421875,339.4645690917969,116.93760681152344,16384.595703125,516.8428344726562,117.6970443725586
2018-02-21,1047.6654052734375,2075.60009765625,65.41999816894531,227.1130828857422,1160.191162109375,270.7320556640625,340.5806884765625,118.90741729736328,16455.87109375,485.666015625,117.30318450927734
2018-02-22,1039.2073974609375,2113.067138671875,66.38999938964844,226.4052734375,1156.5726318359375,270.1875,338.1487731933594,116.37480163574219,16189.794921875,500.1690673828125,117.67912292480469
2018-02-23,1024.057861328125,2159.21533203125,67.30999755859375,232.68118286132812,1153.6953125,278.5826721191406,339.91949462890625,118.68853759765625,16663.9375,526.2189331054688,120.99128723144531
2018-02-26,1026.8460693359375,2160.455810546875,67.5,232.3508758544922,1162.54541015625,286.8870544433594,341.822509765625,119.03246307373047,16440.291015625,513.5634765625,122.87112426757812
2018-02-27,1032.00439453125,2155.016357421875,66.62999725341797,230.55776977539062,1173.924072265625,288.7022399902344,347.86077880859375,117.87560272216797,16315.9345703125,503.2635498046875,121.95804595947266
2018-02-28,1038.8824462890625,2173.29296875,65.77999877929688,231.5958709716797,1148.9869384765625,283.3475341796875,347.93695068359375,117.75052642822266,16087.1142578125,494.5340270996094,118.0730209350586
2018-03-01,1039.950927734375,2151.361083984375,65.70999908447266,227.25465393066406,1154.6544189453125,277.26666259765625,351.87060546875,118.62600708007812,16059.9248046875,494.580322265625,115.74560546875
2018-03-02,,,64.37000274658203,,,,,,,,
2018-03-05,1027.914794921875,2133.345458984375,65.54000091552734,216.68466186523438,1133.292236328125,264.6966857910156,345.8009338378906,116.03087615966797,16089.6826171875,506.7276611328125,113.11378479003906
2018-03-06,1023.8717041015625,2099.729248046875,65.79000091552734,213.14561462402344,1127.5809326171875,266.37567138671875,344.6734924316406,115.93704986572266,16108.8427734375,491.2084655761719,112.23651123046875
2018-03-07,1029.1231689453125,2125.621337890625,64.33999633789062,211.82437133789062,1128.1478271484375,262.7453308105469,345.3728332519531,113.49827575683594,15658.0703125,484.8345642089844,110.76844787597656
2018-03-08,1048.0372314453125,2109.82470703125,63.61000061035156,210.1728057861328,1127.5372314453125,262.5184326171875,345.62384033203125,112.654052734375,15579.2958984375,475.3660888671875,110.42823791503906
2018-03-09,1049.4315185546875,2106.952392578125,65.48999786376953,207.8134002685547,1134.164306640625,264.9689025878906,343.2613525390625,112.49768829345703,15484.5087890625,468.1606750488281,108.90646362304688
2018-03-12,1051.662109375,2117.83154296875,64.94999694824219,214.8443603515625,1154.610595703125,270.32366943359375,341.54229736328125,114.9677734375,15630.3916015625,473.5647277832031,113.6508560180664
2018-03-13,1059.8411865234375,2119.202880859375,64.63999938964844,213.4287109375,1151.42822265625,275.4514465332031,345.18450927734375,116.23395538330078,16253.6630859375,483.40277099609375,114.95782470703125
2018-03-14,1056.7738037109375,2099.09814453125,64.88999938964844,213.9477996826172,1148.2459716796875,272.6833801269531,342.8310852050781,114.3346939086914,16422.58203125,480.4467468261719,114.20587158203125
2018-03-15,1078.894775390625,2118.462646484375,65.12000274658203,212.24903869628906,1133.4664306640625,267.8731994628906,346.0631408691406,114.14479064941406,16273.1162109375,477.0749206542969,113.48976135253906
2018-03-16,1043.5294189453125,2115.1337890625,66.20999908447266,209.2290496826172,1132.7689208984375,263.4259948730469,344.9648742675781,112.15057373046875,15894.4892578125,464.69659423828125,110.60726928710938
2018-03-19,1024.7547607421875,2095.530029296875,66.05000305175781,202.48123168945312,1141.706298828125,257.3905944824219,343.5281982421875,111.96063995361328,15498.7802734375,459.7083740234375,109.99858093261719
2018-03-20,1028.4259033203125,2099.6640625,67.41999816894531,205.0765380859375,1145.0633544921875,259.114990234375,351.5142517089844,110.21969604492188,15893.859375,469.9620056152344,110.42166900634766
2018-03-21,1025.6842041015625,2103.754638671875,69.47000122070312,202.62281799316406,1147.1123046875,261.7469787597656,352.04315185546875,111.13764953613281,15597.5380859375,466.0361022949219,109.90243530273438
2018-03-22,1028.9837646484375,2105.38623046875,68.91000366210938,204.60467529296875,1143.842529296875,259.56878662109375,351.4828186035156,113.2584457397461,15826.796875,469.63873291015625,112.22930908203125
2018-03-23,1034.1419677734375,2106.017578125,70.44999694824219,194.50657653808594,1134.94873046875,259.56878662109375,349.3781433105469,112.30885314941406,15521.814453125,464.09619140625,106.15248107910156
2018-03-26,1038.6964111328125,2114.002197265625,70.12000274658203,198.70626831054688,1154.697998046875,266.7386779785156,350.9583435058594,113.2584457397461,15748.40625,464.835205078125,108.96012878417969
2018-03-27,1051.2900390625,2160.47705078125,70.11000061035156,206.20907592773438,1162.109375,271.2312316894531,363.67364501953125,113.70162200927734,15575.4248046875,466.5903625488281,110.38318634033203
2018-03-28,1041.3453369140625,2163.001220703125,69.52999877929688,202.48123168945312,1162.5888671875,261.52008056640625,367.74627685546875,112.56206512451172,15673.89453125,457.352783203125,106.8640365600586
2018-03-29,,,70.2699966430664,,,,,,,,
2018-04-02,1068.996337890625,2222.37841796875,67.63999938964844,199.36688232421875,1178.2401123046875,269.143798828125,372.47113037109375,113.92318725585938,15880.7939453125,469.1306457519531,108.57550811767578
2018-04-03,1070.8084716796875,2219.22412109375,68.12000274658203,196.25250244140625,1175.711669921875,275.0430603027344,374.04010009765625,112.3721694946289,16107.001953125,471.1167907714844,108.92166900634766
2018-04-04,1055.8443603515625,2186.412841796875,68.0199966430664,189.5047149658203,1183.6025390625,268.50848388671875,374.3583679199219,111.0427017211914,15791.5693359375,463.9576416015625,105.4986343383789
2018-04-05,1062.2576904296875,2205.3203125,68.33000183105469,202.10374450683594,1205.1827392578125,279.898681640625,375.8466491699219,112.34053039550781,16150.8427734375,468.8535461425781,111.49856567382812
2018-04-06,1062.8153076171875,2253.362548828125,67.11000061035156,201.96217346191406,1198.73046875,279.7171630859375,374.17462158203125,112.02395629882812,16507.59375,473.51849365234375,109.6332015991211
2018-04-09,1075.7811279296875,2246.68212890625,68.6500015258789,208.89874267578125,1213.3787841796875,280.8062438964844,375.7569885253906,112.94194793701172,16535.080078125,471.9019470214844,108.21012878417969
2018-04-10,1075.1304931640625,2234.21484375,71.04000091552734,217.0621795654297,1213.2918701171875,282.5760498046875,380.9951477050781,114.08145904541016,16447.7890625,469.50018310546875,109.26782989501953
2018-04-11,1074.2939453125,2234.693603515625,72.05999755859375,221.02589416503906,1228.68115234375,283.3475341796875,379.9753112792969,115.31599426269531,16364.126953125,481.69378662109375,114.15235137939453
2018-04-12,1082.984130859375,2246.660888671875,72.0199966430664,219.51593017578125,1231.8203125,279.7624816894531,387.1746520996094,115.06275177001953,16396.6953125,476.5669860839844,111.03703308105469
2018-04-13,1080.1959228515625,2266.699951171875,72.58000183105469,224.42343139648438,1229.9022216796875,279.9893493652344,389.440673828125,115.5375747680664,16377.388671875,473.8880310058594,112.171630859375
2018-04-16,1095.6712646484375,2311.71728515625,71.41999816894531,225.9805908203125,1237.70556640625,280.3524169921875,392.2154541015625,114.90450286865234,16420.83984375,479.80010986328125,111.65239715576172
2018-04-17,1093.0224609375,2324.6630859375,71.58000183105469,225.9333953857422,1260.4197998046875,280.57928466796875,404.0589904785156,114.46134185791016,16429.451171875,473.1028747558594,111.0754623413086
