,ONGC.NS,HINDALCO.NS,JSWSTEEL.NS,VEDL.NS,SUNPHARMA.NS,SHREECEM.NS,NESTLEIND.NS,BRITANNIA.NS,HINDUNILVR.NS,ASIANPAINT.NS
2021-03-01,0.11457302216504929,0.08253324412474662,0.10495912345767286,0.03371143978066131,0.1739085955672276,0.033532871935113055,0.10773543284820153,0.05603210320411693,0.18629042729223735,0.10672373962497354
2021-03-30,0.10791504307770762,0.0668695743330066,0.12032783839406834,0.0321863100619081,0.17483091750282567,0.03371071307774587,0.11557242188533341,0.058033186615687876,0.1817167184076838,0.1088372766440327
2021-04-29,0.11609602282686506,0.0803408271497689,0.12128410823438952,0.016494395260201314,0.16732491872194902,0.04287403467300394,0.11806295823275739,0.05117103124855644,0.18316085818127753,0.10319084547123092
2021-05-28,0.11827594303212326,0.08174063336059145,0.12356144445727768,0.014405981885092017,0.17035801411992146,0.043787818198809336,0.10068630004885425,0.061303050197704226,0.18660004624164056,0.09928076845798571
2021-06-28,0.11721871119528948,0.06570563016590611,0.12245696716851996,0.03339483393497852,0.17116927566935783,0.031329724309658455,0.11697839996014198,0.058421042507736776,0.18493208651471862,0.09839332857369235
2021-07-27,0.11117531531787675,0.06570856051686921,0.12232559420413287,0.03418928791043605,0.17773356651473907,0.03229550276279223,0.1160226241917474,0.05752808761277287,0.18473368966578924,0.09828777130284429
2021-08-25,0.10946480730038316,0.06218208389678265,0.1218528954962288,0.0327762744272543,0.17704675663010835,0.03930753215371628,0.11685517880019824,0.0585866807051586,0.18401982943907588,0.09790796115109376
2021-09-23,0.10901138716717677,0.08187275644946712,0.12254324596652043,0.015270577687183397,0.17804980470053378,0.04262128764985354,0.11859080161069563,0.048515102729043184,0.18506238304667724,0.09846265299284887
2021-10-22,0.10552511615810196,0.05837071358553077,0.12062688820669741,0.029608175128917745,0.17526542338125578,0.04373629412503694,0.11851778041090943,0.06925839874228769,0.18216833751192973,0.09692287274933244
2021-11-22,0.10584822913613649,0.0593036060436601,0.12079456926208147,0.029825757466292045,0.17550905638548764,0.04998982219459867,0.11850610503941938,0.06074368503064321,0.1824215661207892,0.09705760332089172
2021-12-21,0.11567155367931087,0.05708693016763913,0.11091654742202182,0.02969594502708098,0.17557603934431804,0.04377850972266123,0.1186925282726497,0.06899611381313063,0.1824911872361032,0.0970946453150844
2022-01-19,0.10289138487428057,0.05436235153484176,0.12028500674203872,0.027189608103888922,0.17476868504587809,0.04594698780651909,0.12051652794638017,0.07573923970076234,0.18165203489508483,0.09664817335032547
2022-02-17,0.1015909177331235,0.05514542545839093,0.11986863733964931,0.026151184457656355,0.17416371909941572,0.06097557502382334,0.12104366330106076,0.0637240121098706,0.1810232420699385,0.09631362340707103
2022-03-18,0.07636371470702726,0.0751939170277664,0.10679791929441808,0.03921470631400542,0.17377968173709307,0.03350801490638199,0.10765557142879204,0.06326871548363809,0.19343048253034134,0.13078727657053632
2022-04-19,0.10179354295609792,0.060731305811189386,0.10683503761360282,0.038641874418949604,0.17124118142003045,0.033018543953197664,0.10608298423405299,0.060747335471771725,0.18900775430782868,0.1319004398132787
2022-05-18,0.08391943190637441,0.07743073386817469,0.1085689931065764,0.0386368055811638,0.1712187189027761,0.03301421275431724,0.10606906882629895,0.05899139740477153,0.18723499171388236,0.13491564593566438
2022-06-16,0.08597029688817899,0.0785701712653957,0.10977657412426833,0.03872135917793322,0.17159341754309387,0.033086461750860885,0.10630119260414105,0.058150509064715084,0.18667475434893552,0.13115526323247736
2022-07-15,0.09037235411566835,0.08131855102078679,0.11842835612165245,0.03301260399301707,0.17207105550497936,0.03317855939879476,0.10659708673404662,0.05578269744553481,0.1846646957219705,0.12457403994354935
2022-08-15,0.09386198647987719,0.08171936937348583,0.11857793947420561,0.03335240853330425,0.17228839336394045,0.038746243477519274,0.1067317263603005,0.050029270401177724,0.184599832938306,0.12009282959788312
2022-09-13,0.09453157443156217,0.08174954333585374,0.11846198462358332,0.033429879520263564,0.17211991620027045,0.038598268748792616,0.10662735567008909,0.04998034783934379,0.18430923107966257,0.12019189855057846
2022-10-12,0.09429323640199189,0.08224245523905198,0.11884167574646802,0.0337679185545843,0.17267159026229614,0.0384910923712346,0.10696911476295959,0.050140543487370494,0.18466908350530953,0.11791328966873327
2022-11-10,0.10822835984836902,0.06814800445243337,0.11896029889829475,0.033360292450319455,0.17284394434716793,0.03897084461786561,0.107075887184853,0.05019059183333495,0.18529474495363302,0.11692703141372889
2022-12-09,0.09703073299526385,0.08249349362108598,0.11861700888370956,0.03411059669188205,0.17234515945232906,0.038011810595619235,0.10676689264454131,0.05004575419286092,0.18391345632757697,0.11666509459513096
2023-01-09,0.10849751276527798,0.07132177888746496,0.1184898173950762,0.033925544496255455,0.1721603559608581,0.03811952686418901,0.1066524078827011,0.04999209077615978,0.18386472414335392,0.11697624082866352
2023-02-07,0.10844832116539538,0.06973681875176464,0.11853651791708056,0.033846961764529976,0.1722282097112365,0.0382265047991005,0.10669444291347999,0.050011794213861586,0.1840291447931101,0.1182412839704407
2023-03-08,0.11059483533403844,0.07196292512949486,0.11995389123635194,0.035101447229662984,0.17428758916290343,0.04352943611400824,0.10797021732762184,0.050609798812049696,0.1853798630725105,0.10060999658135808
2023-04-06,0.09041774438216275,0.0833845942560278,0.12081888681387958,0.03410356952922891,0.1755443886905385,0.04545312406503146,0.10874879782659917,0.05097474947518173,0.18796764633059804,0.102586498630752
2023-05-08,0.11050401572211317,0.0835005634668926,0.12193285380081115,0.015857361612197456,0.1771629324372924,0.04037337147344237,0.10975147690966329,0.051444743774747954,0.19035358262320906,0.09911909817963058
2023-06-06,0.11657315827710474,0.057970490192749996,0.12178256585748691,0.02924070075184242,0.16625638399104703,0.04480645233310496,0.1096162030829021,0.062069522571427276,0.18391361901155154,0.10777090393078291
2023-07-05,0.11585121592685363,0.06345710126330244,0.12102836143243588,0.029464905207720823,0.16563204470116977,0.04411240657163734,0.10893734544149547,0.05106312900328305,0.1929913355804211,0.10746215487168062
2023-08-03,0.11592300785372403,0.063058598637636,0.12110336158848681,0.03028031944831939,0.1665318404585479,0.03392798150241908,0.1090048529067804,0.06052064959008783,0.19291779495037917,0.10673159306361939
2023-09-01,0.10436092220535509,0.05877988120394823,0.12131760381920303,0.03977644035298703,0.16450183859769865,0.03398800301086795,0.10919769183824614,0.06295232677455846,0.19588027082766113,0.10924502136947434
2023-10-02,0.10548797162839908,0.07738999380397085,0.12687513395632935,0.04159858948097974,0.09449103363866401,0.03554498522191745,0.11420001173404709,0.06948985688716128,0.2075642280207524,0.12735819562777864
2023-10-31,0.10285582678601977,0.07443518343341869,0.1283321153934211,0.0620630059669352,0.0797293009762247,0.035953169095582084,0.11551143732252706,0.05414465903726764,0.21379133453534138,0.13318396745326244
2023-11-29,0.10088567377159123,0.09299323178274686,0.10629218589542845,0.061537825520196515,0.09766739969790887,0.03540917333486994,0.11376367116455156,0.05332541373226605,0.2109704018754468,0.12715502322499345
2023-12-29,0.09471767547140596,0.09222898146480506,0.12535164428805656,0.06637097171775806,0.09078848570103072,0.0351181685868851,0.08755683297567335,0.05288716716724234,0.21457545983689677,0.14040461279024619
2024-01-29,0.10615681999584618,0.0924859598916188,0.1463507104859973,0.055380669915798146,0.1074013507964868,0.021048945923199235,0.1131430979087676,0.05303452714890325,0.18983102878360383,0.11516688914977885
2024-02-27,0.10343158603205321,0.09118313632801484,0.14622414622669616,0.055830370939142886,0.11804009874281952,0.034719940554370374,0.11154928308338818,0.03709010672228054,0.18715693276197745,0.11477439860925678
2024-03-27,0.11763645400005907,0.07148248486521891,0.12289337801459473,0.07080829267705317,0.11701095662923106,0.03442946753383397,0.11061604251100977,0.03291220137424257,0.2045289431236096,0.11768177927114713
2024-04-26,0.11608386452592206,0.07384453270963529,0.12127140660472449,0.06274600740321652,0.13579256607296392,0.04935742528289245,0.09377374507804419,0.051165672298419104,0.18314167643171786,0.11282310359246409
2024-05-27,0.11476418422903707,0.08821253617526302,0.11989275259001428,0.05882273357662167,0.14882712214034385,0.043149187891192334,0.09835481933069122,0.04102363653482165,0.19062002768759073,0.09633299984442423
2024-06-25,0.11474077363140855,0.07681368089165394,0.11986829582235338,0.058548763674313595,0.14926272252461298,0.033581968906913715,0.09651231217305177,0.05057368521342387,0.19240358723963566,0.10769420992263257
2024-07-24,0.12379923507746579,0.08677398076383805,0.0997886805226425,0.03866822481836492,0.16045134688746424,0.03304105973004226,0.09524871747487139,0.04975908823383724,0.20680104310016917,0.10566862339130434
2024-08-22,0.10109827758395847,0.0871141204073819,0.11097344955264023,0.03881979786008118,0.1646032402042345,0.03317057521590536,0.1065714349079462,0.06885770094949065,0.18623152700305534,0.10255987631530603
2024-09-20,0.10068301757448017,0.08081585002922452,0.11223469852505374,0.03898496481846684,0.17276158399445551,0.03998062201773299,0.10702486539251413,0.06574136486859605,0.1795658831904173,0.10220714958905863
2024-10-21,0.1027897771606494,0.07692494054293332,0.09340403134561336,0.03829246101538176,0.16969275849979984,0.04172578078496332,0.10512374462315881,0.058281349543101914,0.17637619050779632,0.13738896597660186
2024-11-19,0.0994180609489578,0.07805130859565115,0.10876459583071513,0.038109494129849604,0.1688819420963415,0.06924915167309662,0.1120902928606608,0.05650894639247133,0.17553343970506605,0.09339276776718995
2024-12-18,0.10383424743558445,0.07778870860772558,0.09277283411479015,0.03855998763615879,0.17962068171164128,0.07109797909319504,0.10585818162241978,0.058362187307639944,0.17760842591343234,0.09449676655741274
2025-01-17,0.09686259870931951,0.07080297858436427,0.08417373944524197,0.054355728042586725,0.18674557791330315,0.07924502769190196,0.10591541294004962,0.04964663286474413,0.17770444838502,0.09454785542346872
2025-02-14,0.08813958208356547,0.0853700289805333,0.07554441085492196,0.06096910653641802,0.23562446029445192,0.05543298565732905,0.10443779313895735,0.04895401556059398,0.17522530390182262,0.0703023129914064
2025-03-17,0.10266937699706863,0.07666251317724729,0.09169425870607706,0.03850272992912427,0.18036465006264252,0.07341812232791618,0.10570099285960873,0.05928621233847051,0.17734469524749522,0.09435644835434956
2025-04-15,0.08441439039562465,0.07133561473378258,0.10248032901628108,0.03864481509389415,0.18664004610372087,0.07257515818646973,0.10609105722684832,0.04972896410605667,0.17799914365392622,0.11009048148339569
2025-05-15,0.10052746091724984,0.07401632541740032,0.07803873725548004,0.039249295775800816,0.18799458058816454,0.07088521809336432,0.10775052938270849,0.0505068226120501,0.18078339927717635,0.11024763068060514
2025-06-13,0.0736468332363856,0.06800758089439685,0.09918284253227522,0.038682718697361784,0.1902211076035814,0.08251587392359375,0.10619511344641751,0.04977773926339014,0.17817372875524481,0.11359646164735288
2025-07-14,0.07002430756504618,0.08711761749674249,0.09403230780209769,0.038821356233183356,0.22197876265443203,0.05754420920788001,0.10657571308729723,0.04995614097202495,0.15443999488236687,0.11950959009892916
2025-08-12,0.07074927776207177,0.08731400796091406,0.09347929560625395,0.03890887175977251,0.19761661393165428,0.08048005360689928,0.13200820397408985,0.05006875779966142,0.15402316058080126,0.09535175701788175
2025-09-10,0.06923234203202576,0.11312938619783874,0.09358280184922378,0.03904612936404997,0.1985399975816871,0.07900280772004134,0.10719277954322193,0.050245383783246216,0.15434024551377895,0.09568812641488611
2025-10-09,0.061611227562325024,0.11726631372497143,0.09128758421987249,0.03939401230021996,0.20343789411527938,0.07903509169984778,0.10814781758389451,0.050693046891579295,0.15258634857972891,0.09654066332228108
2025-11-07,0.07444153681296832,0.08905312928557442,0.10806029831546582,0.026708925214343017,0.18883366259611623,0.059881971492386624,0.12191846364215977,0.051066027841687595,0.18278501048689227,0.09725097431240606
2025-12-08,0.07279185324610249,0.08922399556385455,0.10927566046658546,0.027768198450157128,0.17619614895571434,0.05987068119435766,0.12114436184263468,0.05116400825173979,0.18313572016680857,0.10942937186204536
2026-01-07,0.06415276686211048,0.09044202837331707,0.11061751887423385,0.027997365565237534,0.17860147376741764,0.05666939343626582,0.12294806024799465,0.05186246879837222,0.18563577986866409,0.1110731442063866
2026-02-05,0.051437540963975625,0.09161213801764986,0.11130631983581493,0.027617253766436447,0.18091216173744706,0.03488329217575212,0.12528105503370698,0.06574039949042865,0.18803747541070756,0.12317236356808084
2026-03-06,0.06006579549278824,0.07877618686691913,0.12247148913951006,0.028821079318958984,0.17794554527004178,0.034311272318092785,0.12156998709145926,0.06300568541802808,0.1849540173076956,0.1280789417765062
2026-04-07,0.08938953449668681,0.07752503550131211,0.11836951517192922,0.03880984961477589,0.16241880185668178,0.04272883508618172,0.10654412413263463,0.05950809441695044,0.1787592974628875,0.12594691225996002
2026-05-06,0.10405979614830145,0.0857899046020729,0.11660006902807485,0.028233974193836373,0.16186208354930762,0.04021890490232848,0.10495144979141581,0.05674733955347903,0.17608711494094045,0.12544936329024287
2026-06-04,0.10399266778565022,0.08545727458849775,0.11614797990729113,0.02980141989291787,0.1615708405226752,0.03972662681136856,0.10454452542973522,0.05619097637619224,0.17540437890451654,0.1271633097811552
2026-07-03,0.10447780246424793,0.07886033933547401,0.1156744832810985,0.030357407806778137,0.16806980257942308,0.03865559644035518,0.10411833222243704,0.05505282633613583,0.17468931367740728,0.13004409585664306
