,Oil shock,Ann. Return,Ann. Vol,Sharpe,Sortino,Max DD,Calmar,Hit Rate,Obs
0,-0.4,0.1622560030660949,0.16217510097989254,0.6202048158383228,0.8847212714969387,-0.2608651758545207,0.6219918106531085,0.5187436676798379,1974.0
1,-0.2,0.16687211770141386,0.16753872410292206,0.6294107328121739,0.8929012743752203,-0.2992937236003838,0.5575530141227454,0.5197568389057751,1974.0
2,-0.1,0.1690104598696911,0.1693116107681392,0.6354597800677886,0.8988901672463023,-0.3121801958937178,0.5413875130222257,0.5238095238095238,1974.0
3,0.0,0.17096961570272362,0.17103263293701393,0.6406284012168687,0.9036213105274029,-0.32403587490207747,0.5276255777370022,0.5212765957446809,1974.0
4,0.1,0.1719783398665995,0.17303175081547112,0.640250153824452,0.9004478077572119,-0.33581948807671896,0.512115425020571,0.5202634245187436,1974.0
5,0.2,0.17228949689550288,0.17511988229560585,0.6362665061990934,0.8921993933561725,-0.3474300128959316,0.49589698788374414,0.5212765957446809,1974.0
6,0.4,0.17144765780455473,0.17925150097139456,0.6217950475889386,0.8669268024198036,-0.37055422379536795,0.46267900025134695,0.5309017223910841,1974.0
